,jd,sec,status,sw_proton_dens,sw_bulk_speed,sw_ion_temp
2024-07-17 16:42:00,60508.0,60120.0,0.0,1.8,367.3,91600.0
2024-07-17 16:43:00,60508.0,60180.0,0.0,1.8,367.3,91700.0
2024-07-17 16:44:00,60508.0,60240.0,0.0,1.9,364.5,96200.0
2024-07-17 16:45:00,60508.0,60300.0,0.0,1.6,364.1,97300.0
2024-07-17 16:46:00,60508.0,60360.0,0.0,1.8,366.8,90800.0
2024-07-17 16:47:00,60508.0,60420.0,0.0,1.8,368.6,92000.0
2024-07-17 16:48:00,60508.0,60480.0,0.0,1.9,367.1,90700.0
2024-07-17 16:49:00,60508.0,60540.0,0.0,1.9,366.4,93000.0
2024-07-17 16:50:00,60508.0,60600.0,0.0,2.0,364.2,93700.0
2024-07-17 16:51:00,60508.0,60660.0,0.0,2.0,364.0,86300.0
2024-07-17 16:52:00,60508.0,60720.0,0.0,1.9,365.2,82900.0
2024-07-17 16:53:00,60508.0,60780.0,0.0,1.8,366.2,89700.0
2024-07-17 16:54:00,60508.0,60840.0,0.0,1.8,364.8,93000.0
2024-07-17 16:55:00,60508.0,60900.0,0.0,1.9,361.8,92500.0
2024-07-17 16:56:00,60508.0,60960.0,0.0,1.7,364.3,101000.0
2024-07-17 16:57:00,60508.0,61020.0,0.0,1.6,365.5,97700.0
2024-07-17 16:58:00,60508.0,61080.0,0.0,1.4,368.4,96000.0
2024-07-17 16:59:00,60508.0,61140.0,0.0,1.5,363.2,112000.0
2024-07-17 17:00:00,60508.0,61200.0,0.0,1.6,364.3,98200.0
2024-07-17 17:01:00,60508.0,61260.0,0.0,1.8,362.6,85800.0
2024-07-17 17:02:00,60508.0,61320.0,0.0,1.9,363.5,76600.0
2024-07-17 17:03:00,60508.0,61380.0,0.0,2.0,362.5,79400.0
2024-07-17 17:04:00,60508.0,61440.0,0.0,2.0,366.5,76000.0
2024-07-17 17:05:00,60508.0,61500.0,0.0,2.1,366.7,70400.0
2024-07-17 17:06:00,60508.0,61560.0,0.0,1.9,367.9,76900.0
2024-07-17 17:07:00,60508.0,61620.0,0.0,1.9,367.1,78600.0
2024-07-17 17:08:00,60508.0,61680.0,0.0,2.0,367.6,79500.0
2024-07-17 17:09:00,60508.0,61740.0,0.0,1.8,369.9,79000.0
2024-07-17 17:10:00,60508.0,61800.0,0.0,1.6,370.6,78800.0
2024-07-17 17:11:00,60508.0,61860.0,0.0,1.6,371.7,83400.0
2024-07-17 17:12:00,60508.0,61920.0,0.0,1.6,373.1,76800.0
2024-07-17 17:13:00,60508.0,61980.0,0.0,1.8,369.4,82000.0
2024-07-17 17:14:00,60508.0,62040.0,3.0,-9999.9,-9999.9,-100000.0
2024-07-17 17:15:00,60508.0,62100.0,0.0,1.7,-9999.9,-100000.0
2024-07-17 17:16:00,60508.0,62160.0,0.0,1.7,368.3,98900.0
2024-07-17 17:17:00,60508.0,62220.0,0.0,1.7,368.0,96600.0
2024-07-17 17:18:00,60508.0,62280.0,0.0,1.5,369.7,98500.0
2024-07-17 17:19:00,60508.0,62340.0,0.0,1.5,371.2,69400.0
2024-07-17 17:20:00,60508.0,62400.0,0.0,1.6,370.7,67100.0
2024-07-17 17:21:00,60508.0,62460.0,0.0,1.5,374.3,58600.0
2024-07-17 17:22:00,60508.0,62520.0,0.0,1.4,374.8,66300.0
2024-07-17 17:23:00,60508.0,62580.0,0.0,1.4,371.5,77000.0
2024-07-17 17:24:00,60508.0,62640.0,0.0,1.6,370.1,76900.0
2024-07-17 17:25:00,60508.0,62700.0,0.0,1.7,370.1,74400.0
2024-07-17 17:26:00,60508.0,62760.0,0.0,1.7,370.5,81100.0
2024-07-17 17:27:00,60508.0,62820.0,0.0,1.5,373.0,89800.0
2024-07-17 17:28:00,60508.0,62880.0,0.0,1.5,374.1,87100.0
2024-07-17 17:29:00,60508.0,62940.0,0.0,1.5,374.0,89800.0
2024-07-17 17:30:00,60508.0,63000.0,0.0,1.4,376.3,83400.0
2024-07-17 17:31:00,60508.0,63060.0,0.0,1.5,374.6,78300.0
2024-07-17 17:32:00,60508.0,63120.0,0.0,1.7,369.7,97100.0
2024-07-17 17:33:00,60508.0,63180.0,0.0,1.6,372.3,87300.0
2024-07-17 17:34:00,60508.0,63240.0,0.0,1.5,371.7,74500.0
2024-07-17 17:35:00,60508.0,63300.0,0.0,1.7,371.6,75400.0
2024-07-17 17:36:00,60508.0,63360.0,0.0,1.8,368.9,78100.0
2024-07-17 17:37:00,60508.0,63420.0,0.0,1.7,370.9,72900.0
2024-07-17 17:38:00,60508.0,63480.0,0.0,1.7,371.1,73100.0
2024-07-17 17:39:00,60508.0,63540.0,0.0,1.6,373.2,73100.0
2024-07-17 17:40:00,60508.0,63600.0,0.0,1.5,375.2,76500.0
2024-07-17 17:41:00,60508.0,63660.0,0.0,1.5,375.7,79700.0
2024-07-17 17:42:00,60508.0,63720.0,0.0,1.4,374.9,76600.0
2024-07-17 17:43:00,60508.0,63780.0,0.0,1.3,371.3,79800.0
2024-07-17 17:44:00,60508.0,63840.0,0.0,1.5,369.5,90800.0
2024-07-17 17:45:00,60508.0,63900.0,0.0,1.4,372.1,86400.0
2024-07-17 17:46:00,60508.0,63960.0,0.0,1.5,373.0,81600.0
