,jd,sec,status,sw_proton_dens,sw_bulk_speed,sw_ion_temp
2024-07-16 19:33:00,60507.0,70380.0,0.0,9.9,404.7,120000.0
2024-07-16 19:34:00,60507.0,70440.0,0.0,7.3,393.9,121000.0
2024-07-16 19:35:00,60507.0,70500.0,0.0,7.2,385.1,70500.0
2024-07-16 19:36:00,60507.0,70560.0,0.0,7.4,398.0,137000.0
2024-07-16 19:37:00,60507.0,70620.0,0.0,5.9,399.5,112000.0
2024-07-16 19:38:00,60507.0,70680.0,0.0,5.8,391.7,90800.0
2024-07-16 19:39:00,60507.0,70740.0,0.0,5.3,377.3,47400.0
2024-07-16 19:40:00,60507.0,70800.0,0.0,5.4,410.3,198000.0
2024-07-16 19:41:00,60507.0,70860.0,0.0,4.9,394.6,89900.0
2024-07-16 19:42:00,60507.0,70920.0,0.0,5.0,390.8,87900.0
2024-07-16 19:43:00,60507.0,70980.0,0.0,5.3,387.5,72000.0
2024-07-16 19:44:00,60507.0,71040.0,0.0,6.0,392.0,105000.0
2024-07-16 19:45:00,60507.0,71100.0,0.0,6.1,393.5,116000.0
2024-07-16 19:46:00,60507.0,71160.0,0.0,5.2,392.0,86100.0
2024-07-16 19:47:00,60507.0,71220.0,0.0,5.4,387.9,74900.0
2024-07-16 19:48:00,60507.0,71280.0,0.0,5.8,390.9,88500.0
2024-07-16 19:49:00,60507.0,71340.0,0.0,6.1,394.5,97700.0
2024-07-16 19:50:00,60507.0,71400.0,1.0,6.4,393.8,70200.0
2024-07-16 19:51:00,60507.0,71460.0,0.0,6.2,391.5,53100.0
2024-07-16 19:52:00,60507.0,71520.0,0.0,4.6,382.5,72900.0
2024-07-16 19:53:00,60507.0,71580.0,0.0,5.2,406.6,131000.0
2024-07-16 19:54:00,60507.0,71640.0,0.0,5.7,405.7,144000.0
2024-07-16 19:55:00,60507.0,71700.0,0.0,4.1,385.1,80600.0
2024-07-16 19:56:00,60507.0,71760.0,0.0,4.8,375.8,59300.0
2024-07-16 19:57:00,60507.0,71820.0,0.0,5.0,399.7,150000.0
2024-07-16 19:58:00,60507.0,71880.0,0.0,6.6,402.6,145000.0
2024-07-16 19:59:00,60507.0,71940.0,0.0,7.5,400.3,77600.0
2024-07-16 20:00:00,60507.0,72000.0,0.0,5.6,392.9,96200.0
2024-07-16 20:01:00,60507.0,72060.0,0.0,5.2,395.9,119000.0
2024-07-16 20:02:00,60507.0,72120.0,0.0,5.4,397.3,101000.0
2024-07-16 20:03:00,60507.0,72180.0,0.0,5.6,393.9,87400.0
2024-07-16 20:04:00,60507.0,72240.0,0.0,5.5,391.1,93500.0
2024-07-16 20:05:00,60507.0,72300.0,0.0,5.5,394.8,110000.0
2024-07-16 20:06:00,60507.0,72360.0,0.0,5.8,398.7,109000.0
2024-07-16 20:07:00,60507.0,72420.0,0.0,5.8,394.8,82800.0
2024-07-16 20:08:00,60507.0,72480.0,0.0,5.4,393.8,83200.0
2024-07-16 20:09:00,60507.0,72540.0,0.0,5.2,399.0,99000.0
2024-07-16 20:10:00,60507.0,72600.0,0.0,5.8,402.7,97100.0
2024-07-16 20:11:00,60507.0,72660.0,0.0,9.5,413.6,52800.0
2024-07-16 20:12:00,60507.0,72720.0,0.0,17.6,372.8,16500.0
2024-07-16 20:13:00,60507.0,72780.0,0.0,12.5,423.2,84400.0
2024-07-16 20:14:00,60507.0,72840.0,0.0,5.5,406.6,97400.0
2024-07-16 20:15:00,60507.0,72900.0,0.0,5.1,403.6,104000.0
2024-07-16 20:16:00,60507.0,72960.0,0.0,4.2,383.4,56300.0
2024-07-16 20:17:00,60507.0,73020.0,0.0,4.9,399.9,126000.0
2024-07-16 20:18:00,60507.0,73080.0,0.0,5.4,409.6,163000.0
2024-07-16 20:19:00,60507.0,73140.0,0.0,4.8,394.9,75200.0
2024-07-16 20:20:00,60507.0,73200.0,0.0,5.1,395.4,70400.0
2024-07-16 20:21:00,60507.0,73260.0,9.0,-9999.9,-9999.9,-100000.0
