,jd,sec,status,bx_gsm,by_gsm,bz_gsm,bt_gsm,lat_gsm,lon_gsm
2024-07-17 16:32:00,60508.0,59520.0,0.0,-4.4,1.2,-2.2,5.0,-25.6,165.1
2024-07-17 16:33:00,60508.0,59580.0,0.0,-4.3,1.1,-2.3,5.0,-27.7,165.4
2024-07-17 16:34:00,60508.0,59640.0,0.0,-4.3,1.4,-2.2,5.1,-26.0,161.5
2024-07-17 16:35:00,60508.0,59700.0,0.0,-4.4,1.4,-2.1,5.1,-25.0,162.4
2024-07-17 16:36:00,60508.0,59760.0,0.0,-4.4,1.4,-2.2,5.1,-25.1,162.8
2024-07-17 16:37:00,60508.0,59820.0,0.0,-4.5,1.2,-2.1,5.1,-24.5,164.4
2024-07-17 16:38:00,60508.0,59880.0,0.0,-4.4,1.1,-2.3,5.1,-26.5,165.8
2024-07-17 16:39:00,60508.0,59940.0,0.0,-4.4,0.8,-2.4,5.1,-27.7,169.3
2024-07-17 16:40:00,60508.0,60000.0,0.0,-4.4,0.9,-2.4,5.1,-27.9,168.6
2024-07-17 16:41:00,60508.0,60060.0,0.0,-4.4,1.3,-2.3,5.2,-26.2,164.0
2024-07-17 16:42:00,60508.0,60120.0,0.0,-4.3,1.2,-2.4,5.1,-27.9,164.9
2024-07-17 16:43:00,60508.0,60180.0,0.0,-4.4,1.2,-2.3,5.1,-27.1,165.1
2024-07-17 16:44:00,60508.0,60240.0,0.0,-4.5,1.1,-2.3,5.1,-26.5,166.1
2024-07-17 16:45:00,60508.0,60300.0,0.0,-4.3,1.9,-2.1,5.1,-23.9,156.4
2024-07-17 16:46:00,60508.0,60360.0,0.0,-4.4,1.6,-2.1,5.1,-24.6,160.3
2024-07-17 16:47:00,60508.0,60420.0,0.0,-4.4,1.2,-2.2,5.1,-25.8,164.5
2024-07-17 16:48:00,60508.0,60480.0,0.0,-4.5,1.3,-2.2,5.1,-25.3,163.4
2024-07-17 16:49:00,60508.0,60540.0,0.0,-4.6,0.6,-2.3,5.2,-26.9,172.2
2024-07-17 16:50:00,60508.0,60600.0,0.0,-4.6,0.5,-2.3,5.2,-25.8,173.9
2024-07-17 16:51:00,60508.0,60660.0,0.0,-4.6,0.1,-2.3,5.2,-26.4,178.8
2024-07-17 16:52:00,60508.0,60720.0,0.0,-4.6,-0.2,-2.3,5.1,-26.2,182.0
2024-07-17 16:53:00,60508.0,60780.0,0.0,-4.5,-0.1,-2.4,5.1,-27.9,180.7
2024-07-17 16:54:00,60508.0,60840.0,0.0,-4.3,0.3,-2.7,5.1,-31.8,175.5
2024-07-17 16:55:00,60508.0,60900.0,0.0,-4.2,0.4,-2.7,5.1,-32.7,174.0
2024-07-17 16:56:00,60508.0,60960.0,0.0,-4.2,0.5,-2.7,5.0,-32.6,172.8
2024-07-17 16:57:00,60508.0,61020.0,0.0,-4.2,0.2,-2.8,5.0,-33.2,177.3
2024-07-17 16:58:00,60508.0,61080.0,0.0,-4.1,-0.5,-2.8,5.0,-33.7,186.6
2024-07-17 16:59:00,60508.0,61140.0,0.0,-4.1,0.0,-2.9,5.0,-34.8,179.6
2024-07-17 17:00:00,60508.0,61200.0,0.0,-4.1,-0.4,-2.7,4.9,-33.0,185.6
2024-07-17 17:01:00,60508.0,61260.0,0.0,-4.1,-0.8,-2.6,4.9,-32.1,191.8
2024-07-17 17:02:00,60508.0,61320.0,0.0,-4.1,-0.7,-2.7,4.9,-32.7,189.4
2024-07-17 17:03:00,60508.0,61380.0,0.0,-4.1,-0.6,-2.6,4.9,-32.5,188.3
2024-07-17 17:04:00,60508.0,61440.0,0.0,-4.1,-0.7,-2.9,5.0,-34.6,190.2
2024-07-17 17:05:00,60508.0,61500.0,0.0,-4.2,-0.4,-2.6,5.0,-31.5,185.8
2024-07-17 17:06:00,60508.0,61560.0,0.0,-4.6,0.2,-2.2,5.1,-25.9,177.0
2024-07-17 17:07:00,60508.0,61620.0,0.0,-4.6,-0.1,-2.3,5.1,-26.3,181.0
2024-07-17 17:08:00,60508.0,61680.0,0.0,-4.6,0.4,-2.5,5.2,-28.2,175.5
2024-07-17 17:09:00,60508.0,61740.0,0.0,-4.4,0.9,-2.7,5.2,-31.0,168.9
2024-07-17 17:10:00,60508.0,61800.0,0.0,-4.2,1.1,-2.7,5.1,-32.5,165.2
2024-07-17 17:11:00,60508.0,61860.0,0.0,-4.5,0.8,-2.4,5.1,-27.9,169.3
2024-07-17 17:12:00,60508.0,61920.0,0.0,-4.5,0.5,-2.4,5.1,-27.4,173.1
2024-07-17 17:13:00,60508.0,61980.0,0.0,-4.5,0.8,-2.4,5.1,-27.3,170.0
2024-07-17 17:14:00,60508.0,62040.0,0.0,-4.6,0.8,-2.3,5.2,-25.9,169.7
2024-07-17 17:15:00,60508.0,62100.0,0.0,-4.8,1.1,-1.7,5.2,-19.1,167.7
2024-07-17 17:16:00,60508.0,62160.0,0.0,-4.9,0.9,-1.9,5.3,-20.9,169.9
2024-07-17 17:17:00,60508.0,62220.0,0.0,-4.9,0.9,-2.0,5.3,-21.6,169.7
2024-07-17 17:18:00,60508.0,62280.0,0.0,-4.7,0.7,-2.3,5.3,-25.2,171.6
2024-07-17 17:19:00,60508.0,62340.0,0.0,-3.7,0.1,-3.7,5.3,-44.8,178.0
2024-07-17 17:20:00,60508.0,62400.0,0.0,-3.8,0.4,-3.7,5.3,-44.2,173.8
2024-07-17 17:21:00,60508.0,62460.0,0.0,-3.9,0.4,-3.7,5.3,-43.1,174.1
2024-07-17 17:22:00,60508.0,62520.0,0.0,-4.0,0.4,-3.6,5.4,-42.3,174.5
2024-07-17 17:23:00,60508.0,62580.0,0.0,-4.0,0.7,-3.5,5.3,-40.8,170.5
2024-07-17 17:24:00,60508.0,62640.0,0.0,-4.3,0.5,-3.1,5.3,-35.2,173.5
2024-07-17 17:25:00,60508.0,62700.0,0.0,-4.7,0.1,-2.5,5.3,-28.1,178.9
2024-07-17 17:26:00,60508.0,62760.0,0.0,-4.4,0.6,-2.9,5.3,-33.3,172.2
2024-07-17 17:27:00,60508.0,62820.0,0.0,-4.2,0.7,-3.2,5.4,-37.1,170.1
2024-07-17 17:28:00,60508.0,62880.0,0.0,-4.2,0.7,-3.2,5.3,-37.1,170.1
2024-07-17 17:29:00,60508.0,62940.0,0.0,-4.2,0.7,-3.3,5.4,-37.8,170.9
2024-07-17 17:30:00,60508.0,63000.0,0.0,-4.3,0.7,-3.1,5.4,-35.8,170.2
2024-07-17 17:31:00,60508.0,63060.0,0.0,-4.4,0.6,-3.1,5.4,-35.6,172.7
2024-07-17 17:32:00,60508.0,63120.0,0.0,-4.5,0.4,-3.1,5.5,-34.2,175.0
2024-07-17 17:33:00,60508.0,63180.0,0.0,-4.5,0.4,-3.1,5.5,-34.7,174.6
2024-07-17 17:34:00,60508.0,63240.0,0.0,-4.6,0.2,-2.8,5.4,-30.7,177.0
2024-07-17 17:35:00,60508.0,63300.0,0.0,-4.7,0.2,-2.8,5.4,-30.7,178.1
2024-07-17 17:36:00,60508.0,63360.0,0.0,-4.6,0.3,-2.8,5.4,-31.0,176.6
2024-07-17 17:37:00,60508.0,63420.0,0.0,-4.6,0.3,-2.7,5.4,-30.2,176.8
2024-07-17 17:38:00,60508.0,63480.0,0.0,-4.5,0.4,-2.9,5.4,-32.6,174.8
2024-07-17 17:39:00,60508.0,63540.0,0.0,-4.5,0.4,-3.0,5.4,-33.1,174.7
2024-07-17 17:40:00,60508.0,63600.0,0.0,-4.4,0.5,-3.2,5.4,-35.8,172.9
2024-07-17 17:41:00,60508.0,63660.0,0.0,-4.3,0.6,-3.1,5.3,-36.0,172.2
2024-07-17 17:42:00,60508.0,63720.0,0.0,-4.5,0.2,-2.5,5.1,-29.3,177.3
2024-07-17 17:43:00,60508.0,63780.0,0.0,-4.6,0.0,-2.2,5.1,-26.1,179.7
2024-07-17 17:44:00,60508.0,63840.0,0.0,-4.6,0.1,-2.2,5.1,-25.8,179.3
2024-07-17 17:45:00,60508.0,63900.0,0.0,-4.6,0.2,-2.3,5.1,-26.4,177.1
2024-07-17 17:46:00,60508.0,63960.0,0.0,-4.6,0.2,-2.3,5.2,-26.5,177.4
